title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
,2024-04-24 09:13:36,格隆汇4月24日｜欧元兑日元EUR/JPY涨至165.80，触及2008年8月以来最高水平。,JPY,,2024-04-24 01:13:36,20240425
日元走弱提振股市一度为投资者喜闻乐见 直到日元贬值过度,2024-04-24 09:23:00,格隆汇4月24日｜分析师Hideyuki Sano表示，在连续数月下跌后日元兑美元在34年低点附近徘徊。日元贬值帮助日本股市攀升至纪录高位，因为许多日本大型公司都是制造商，他们以日元计算的海外收入都在增长。但贬值推高了进口成本，使国内消费者支出自2022年日元开始走软以来一直不温不火。日本商界领袖与政策制定者一道对日元暴跌表达了担忧，政府官员警告称准备在外汇市场采取行动，但鉴于日本和美国之间的收益率差距仍然很大，干预效果可能转瞬即逝。“虽然日元进一步走软令企业盈利有上升空间，但消费者可能会受到更大的伤害，”State Street Global Advisors日本首席投资官Kensuke Niihara称。,JPY,,2024-04-24 01:23:00,20240425
,2024-04-24 09:43:01,格隆汇4月24日｜日本央行将通过直接购买商业票据提供4000亿日元。,JPY,,2024-04-24 01:43:01,20240425
,2024-04-24 13:36:47,格隆汇4月24日丨美元/日元升至34年新高至154.885。,JPY,,2024-04-24 05:36:47,20240425
,2024-04-24 14:18:24,格隆汇4月24日｜美元兑日元USD/JPY续刷34年来新高，最高触及154.94。,JPY,,2024-04-24 06:18:24,20240425
美银：日元的干预风险上升,2024-04-24 14:30:33,格隆汇4月24日｜美银日本货币和利率策略主管Shusuke Yamada说，日元距离“公认的底线”仅有一线之差。“日本央行要想支持日元，就应该表示下一次加息迫在眉睫，比如6月，而且最终利率将高于市场定价。但这种情况不太可能发生。”由于预计不会出现突然的鹰派转变，“本周日本央行会议可能导致美/日反弹至155上方”。Yamada表示，过去两周里商界领袖也发表了一系列评论，这使得允许日元进一步下跌的政治成本很高。Yamada预计当局“将采取更小规模、更频繁的干预措施”，而不是像2022年那样采取一系列一次性的大规模干预。也有可能进行一次大规模干预，首先将汇率推低至近150，然后再采取更小的行动进一步推低。“如果不在155附近进行干预，市场可能会将美/日迅速推高至160，并在该水平测试外务省的决心。”,JPY,,2024-04-24 06:30:33,20240425
日本执政党高官：日元跌至160可能引发干预,2024-04-24 15:26:46,格隆汇4月24日｜日本自民党金融和银行系统研究委员会秘书长Takao Ochi周二说：“现在还没有广泛的共识，但如果日元兑美元进一步滑向160或170，这可能会被认为过度，并可能促使决策者考虑采取一些行动。”不过，他表示目前关于何种汇率水平适合干预的讨论并不活跃，“自民党内部的普遍想法似乎是，与其急于扭转日元的跌势，我们需要仔细评估日元疲软的影响。”他补充说，近期货币市场主要受到日本和美国之间巨大利率差的推动，日元疲软对经济有利也有弊。今年以来，日元兑美元汇率已下跌约9%。,JPY,,2024-04-24 07:26:46,20240425
德银：日本当局发出的干预警告看起来不太可信,2024-04-24 17:19:02,格隆汇4月24日｜德意志银行外汇研究主管George Saravelos表示，日本当局发出的干预威胁看起来不可信。日本最终让日圆走强的最可靠方式，是让日本政府养老金投资基金（GPIF）和私营部门从其庞大的海外资产头寸中获利。只要日元疲软是日本资本外流和日本央行政策本身造成的结果，那么导致投资组合自我蒙受损失的干预威胁就是不可信的，这也是干预没有实现的可能原因。日本当局持续试图施压，而导致日元疲软的因素不是别的，正是日本私人和公共部门追求全球套利交易。,JPY,,2024-04-24 09:19:02,20240425
,2024-04-24 20:14:32,格隆汇4月24日｜美元兑日元站上155，为1990年6月以来首次。,JPY,,2024-04-24 12:14:32,20240425
日元跌破155关键水平，增加干预风险,2024-04-24 20:24:27,格隆汇4月24日｜日元兑美元自1990年6月以来首次跌破155的关键水平，这引发了人们的猜测，即日元暴跌至关键水平可能促使日本官员介入市场。日本官员此前已多次表示，如有必要，他们将采取必要行动应对日元的过度波动。日本财务大臣铃木俊一周二在国会表示，在必要时干预外汇市场的环境已经具备。在上周的一份联合声明中，美国、日本和韩国表示，他们将继续就外汇市场的发展进行密切磋商，同时承认日本和韩国对本币近期大幅贬值的严重担忧。,JPY,,2024-04-24 12:24:27,20240425
分析师：美日站上155不足以使日本央行进行干预,2024-04-24 20:49:53,格隆汇4月24日｜机构分析师Ven Ram指出，并不是日元的某个特定水平会促使日本当局介入市场。上面提到的155对进行期权交易的交易员来说可能很重要，但对财务省和日本央行来说就不那么重要了，因为他们的模型将考虑日元兑一篮子货币的汇率，而不仅仅是兑美元。此外，日元当天几乎没有变动，因此当局没有真正的动机去干预日元。下降的速度很重要，而我们今天还没有看到。,JPY,,2024-04-24 12:49:53,20240425
