title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
,2024-07-03 10:07:10,格隆汇7月3日｜日元兑澳元下跌0.3%，至107.92，为1991年以来新低。,JPY,,2024-07-03 02:07:10,20240704
东京交易员偏好美元/日元逢低买入策略,2024-07-03 13:02:40,格隆汇7月3日｜尽管部分投资者认为美元兑日元有触及170的空间，但许多外汇交易元仍在观望，等待该货币对下跌来增加美元多头。考虑到目前美元/日元的缓慢上涨，以及日本财务省可能需要在任何外汇干预行动前提醒美国同行，美元/日元交易中有很多变动因素。这表明那些冒险挑衅日本财务省的人的回报可能有限。如果再次出现买入日元的局面，美元/日元可能会下跌至154附近，接近6月的低点和100日均线。在尘埃落定后，以该水平附近进行空头交易可能会比在161或更高水平进行同样的交易具有更高的回报和较低的风险。与此同时，美元/日元看起来有望在本周的美国就业数据发布前逐步上涨。,JPY,,2024-07-03 05:02:40,20240704
,2024-07-03 13:11:08,格隆汇7月3日丨美元兑日元USD/JPY短线走高10点至161.80，连续第三天创下38年来的新高。,JPY,,2024-07-03 05:11:08,20240704
,2024-07-03 13:13:45,格隆汇7月3日｜欧元兑日元EUR/JPY升至创纪录的173.76。,JPY,,2024-07-03 05:13:45,20240704
,2024-07-03 13:17:21,格隆汇7月3日｜英镑兑日元升至205.20，为2008年8月以来最高水平。,JPY,,2024-07-03 05:17:21,20240704
日本时隔20年发行新版纸币,2024-07-03 14:07:07,格隆汇7月3日丨据CCTV国际时讯，日本央行7月3日发行新版日元纸币，新版日元纸币三种面值，分别为一万日元、五千日元与一千日元。新版一万日元印有被称为“近代日本经济之父”的涩泽荣一，新版五千日元印有日本近代女子教育家津田梅子，新版一千日元印有日本近代医学家北里柴三郎。新版纸币采用全息技术印制，旧版纸币也可继续使用。据日本共同社报道，3日当天计划发出1.6万亿日元（约合人民币720亿元）的新版纸币。据悉，财务省2019年4月公布了全面更新纸币的计划，到正式发行总共用了5年零3个月进行准备。日本上一次更新纸币是在2004年11月。,JPY,,2024-07-03 06:07:07,20240704
市场分析：日元空头翘首以盼当局干预市场,2024-07-03 15:56:13,格隆汇7月3日｜据路透分析，日元空头实际上挺希望当局进行干预以加强日元。有一大批交易员在等待机会在更好的水平上卖出日元。这也清楚地说明了为什么干预在当前环境中不起作用。如果没有货币政策变化或美元受挫，美元/日元将继续上涨。目前市场预计，日本央行在7月31日加息的可能性为50%。,JPY,,2024-07-03 07:56:13,20240704
日元对美元汇率一度跌至161.93 创历史新低,2024-07-03 16:37:40,格隆汇7月3日｜据央视，在当地时间7月3日下午的东京外汇市场上，日元对美元汇率一度跌至161.93日元左右兑换1美元，再次刷新自1986年12月以来约37年半的最低水平。,JPY,,2024-07-03 08:37:40,20240704
美元兑日元若升破162 将加剧干预担忧,2024-07-03 17:27:08,格隆汇7月3日｜美元/日元今日涨势令162进入视野，但这一关口若告破，该汇率须加速上涨方能让交易员对干预生起紧张之情。随着4月底前后干预行动的影响逐渐消退，日元今日迄今的走势与过去一个月的贬值趋势一致。鉴于美国政治形势担忧为美债收益率提供了新的上行动力，市场普遍认为日本不愿再次出手，除非本币严重贬值。正如分析师Michael Wilson所指，这凸显出日元空头眼下的谨慎态度。日元贬值最大的影响可能是给日本国债带来进一步压力。分析师Taro Kimura称，日元贬值将令日本央行面临加快货币政策正常化步伐 —— 缩减购债规模和进一步加息的更大压力。,JPY,,2024-07-03 09:27:08,20240704
ICE美元指数跌超0.3%，日元险些跌至162,2024-07-04 06:23:23,"格隆汇7月4日｜周三（7月3日）纽约尾盘，ICE美元指数下跌0.35%，报105.347点，北京时间22:00发布美国ISM非制造业数据时出现一波显著的跳水，刷新日低至105.049点，美联储会议纪要发布后未见显著波动。彭博美元指数跌0.25%，报1265.88点，日内交投区间为1270.52-1262.35点。
亚洲货币中，美元兑日元涨0.16%，报161.71，日内交投区间为160.78-161.95。欧元兑美元涨0.40%，英镑兑美元涨0.55%，美元兑瑞郎跌0.24%；商品货币对中，澳元兑美元涨0.56%，纽元兑美元涨0.42%，美元兑加元跌0.30%。",JPY,,2024-07-03 22:23:23,20240704
经济学家：美元兑日元处于过高水平,2024-07-04 06:52:37,格隆汇7月4日｜阿波罗全球管理公司经济学家Torsten Slok表示，美元兑日元汇率目前应当在140水平。Slok表示：“随着日本国债收益率相对于美国国债收益率的上升，日元应会升值，而实际情况恰恰相反。”他补充称，日本持有1.2万亿美元美国国债，是美债最大的外国持有国，但日本对美国国债的购买规模正在减少，“这表明日本投资者正在从国外撤回资金，并将资金带回国内购买日本资产。”,JPY,,2024-07-03 22:52:37,20240704
