title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
,2024-06-14 11:05:26,格隆汇6月14日｜日本央行公布利率决议前，美元兑日元USD/JPY上涨0.23%，现报157.35。,JPY,,2024-06-14 03:05:26,20240615
,2024-06-14 11:15:45,格隆汇6月14日｜日本央行决议前，美元兑日元USD/JPY短线一度下跌60点，现报151.14。,JPY,,2024-06-14 03:15:45,20240615
,2024-06-14 11:24:45,格隆汇6月14日｜美元兑日元USD/JPY短线走高60点，现报157.53。,JPY,,2024-06-14 03:24:45,20240615
,2024-06-14 11:28:16,格隆汇6月14日｜欧元兑日元短线走高75点，现报169.35。,JPY,,2024-06-14 03:28:16,20240615
日本央行维持利率不变并称将减少购债规模 日元下跌,2024-06-14 11:28:53,格隆汇6月14日｜日本央行维持基准利率不变，并表示将减少购债规模。该行将基准利率维持在0%-0.1%区间，符合市场预期。日本央行表示将在下次会议上确定债券购买规模。日元因此下跌0.4%，日本央行在购债计划方面未达到预期。日经225指数期货上涨。,JPY,,2024-06-14 03:28:53,20240615
分析师：美元兑日元或将重回干预动荡区,2024-06-14 11:58:04,格隆汇6月14日丨机构分析师表示，日本央行今天的决定与4月份的会议有一种似曾相识的感觉。当时美元兑日元全天逐渐攀升，在接下来的周一进入160区域，促使日本当局进行干预。外汇交易员将提出疑问，在最近几轮干预中买入创纪录数量的日元后，日本财务省这次准备花多少钱。如果美元兑日元升至158上方，可能会迅速引发投资者加速买入美元，目前美日距离触及该区域只有几点的距离。,JPY,,2024-06-14 03:58:04,20240615
华侨银行：日本央行利率决议后，美元兑日元阻力最小的路径是上行,2024-06-14 12:03:19,格隆汇6月14日｜华侨银行外汇策略师Christopher Wong表示，在日本央行被认为不急于使政策正常化之后，日元受到了影响。美元兑日元可能会挑战之前的高点160，这应该会增加干预的风险。但干预充其量是一种减缓贬值步伐的选择，而不是扭转趋势的工具。美元/日元要想更有意义地走低，就需要美元表现出善意，或者日本央行发出紧急正常化的信号。这些似乎都不会发生，美元兑日元阻力最小的路径是上行。,JPY,,2024-06-14 04:03:19,20240615
三井住友：日本央行下次会议再决定减少购债是鸽派信号,2024-06-14 12:04:30,格隆汇6月14日｜三井住友银行首席外汇策略师Hirofumi Suzuki表示，令人惊讶的是，日本央行这次没有做出减少债券购买的决定。日本央行表示，将在下次会议上决定未来一到两年的具体购债缩减计划。因此，这一结果被认为是鸽派的。对外汇市场来说，这可能是日元贬值的一个原因。,JPY,,2024-06-14 04:04:30,20240615
索尼金融集团：日本央行7月加息的可能性降低,2024-06-14 12:04:49,格隆汇6月14日｜索尼金融集团高级经济学家Takayuki Miyajima表示，今天的决定表明，日本央行在减少债券购买量方面非常谨慎，这意味着央行在加息方面也很谨慎。日本央行在7月份加息的可能性已经降低。,JPY,,2024-06-14 04:04:49,20240615
英镑兑日元创16年来新高,2024-06-14 12:56:28,格隆汇6月14日｜英镑兑日元升至201.45，创16年来新高。,JPY,,2024-06-14 04:56:28,20240615
加皇银行：日本央行的决定被视为鸽派，因此日元兑美元将跌至158,2024-06-14 12:56:52,格隆汇6月14日｜加拿大皇家银行资本市场亚洲外汇策略主管Alvin Tan表示，日本央行将等到下次会议才宣布缩减债券购买计划的细节，这一事实比市场预期的“温和得多”。目前根本不清楚日本央行是否已经确定了具体债券购买的削减规模，还是在下次会议上才会决定。因此，日元兑美元的下行压力将持续存在。市场可能会推动该货币对下破158，尽管最近美国国债收益率有所下降。,JPY,,2024-06-14 04:56:52,20240615
机构：日元兑美元跌势可能在158中间水平停滞,2024-06-14 13:16:32,格隆汇6月14日｜Monex Inc.债券和外汇交易员Tsutomu Soma表示，短期内日元兑美元的跌势可能被限制在158的中间水平，因为快速下跌会引发对干预的担忧。日元兑美元汇率日内最低跌至157.98日元，此前日本央行表示，将在7月会议上制定减少债券购买规模的计划，但在此之前将保持购买计划不变。预计日本央行的紧缩步伐将比市场预期的更慢，央行似乎非常谨慎，这刺激了对日元的抛售。Soma表示，在美联储降息之前，美日国债收益率差可能会保持在很大的范围内，这使得投资者很难持有日元的多头头寸，这意味着日元仍将保持弱势。,JPY,,2024-06-14 05:16:32,20240615
日元兑美元跌破158,2024-06-14 13:54:27,格隆汇6月14日｜美元兑日元USD/JPY向上突破158，为4月29日以来首次，日内上涨0.7%。,JPY,,2024-06-14 05:54:27,20240615
分析师：美日走高给日本央行行长植田和男带来了压力,2024-06-14 14:09:11,格隆汇6月14日丨分析师Mark Cranfield表示，美元兑日元上破158，而日本央行行长植田和男还没有开始他的新闻发布会。外汇交易者可能会觉得胆子大了，因为在日本央行4月份的决定之后，美元兑日元当天上涨了300点，并在下一个交易日触及160点。这可能是欧盘时段又一个热闹的日子。,JPY,,2024-06-14 06:09:11,20240615
分析师：日银推迟公布缩债计划 日元将为此付出代价,2024-06-14 17:39:58,格隆汇6月14日｜机构分析师Ven Ram指出，外汇交易员对日本央行未能表明将如何减少债券购买的计划感到失望，这将使日元处于不利地位。考虑到日元多年来的疲软程度，以及受利差影响的程度，日本央行无法发号施令。因此，令市场失望意味着日元必须付出持续疲软的代价。只要美国经济保持强劲，经通胀调整后的收益率差就会让日元面临风险。有些人曾预期日本央行会通过提出减少购债的计划来为日元的疲软画上一条底线，因此感觉日元的命运要被再次推迟了。,JPY,,2024-06-14 09:39:58,20240615
